R1	R2	R3	P1	P2	P3	P4	P5	A	B	C	D	E	Distr	Type	T_min	T_max	Formula	Number	n3	n4	comment	enthalpy
HCNH+	C8H-		H	HNC	C8H			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3652	1	2		-167.1402695335413
HCNH+	C9-		H	HCN	C9			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3653	1	2		-251.4221262073507
HCNH+	C9-		H	HNC	C9			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3654	1	2		-191.57621997495139
HCNH+	C9H-		H	HCN	C9H			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3655	1	1	modified by Urso 24/6/2016 from Loison 2014	-306.72721146536645
HCNH+	C10-		H	HCN	C10			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3656	1	2		-174.5549367717895
HCNH+	C10-		H	HNC	C10			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3657	1	2		-114.70903053953946
HCNH+	C10H-		H	HCN	C10H			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3658	1	2		-215.39658776304827
HCNH+	C10H-		H	HNC	C10H			3.8e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3659	1	2		-155.55068153064897
HCNH+	C3N-		H	HCN	C3N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3660	1	1		-192.26398813089696
H3CS+	C-		C	H	H2CS			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3661	1	1		-552.8760152699543
H3CS+	H-		H	H	H2CS			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3662	1	1		-600.1826729587583
H3CS+	O-		H	O	H2CS			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3663	1	1		-541.6158986618796
H3CS+	S-		H	S	H2CS			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3664	1	1		-482.2626937966995
H3CS+	CN-		H	CN	H2CS			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3665	1	1		-299.913166780304
H3CS+	OH-		H	OH	H2CS			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3666	1	1		-502.1943255932193
H3CS+	C4H-		H	H2CS	C4H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3667	1	1		-328.26332319090795
H3CS+	C5-		H	H2CS	C5			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3668	1	1		-398.5151447924884
H3CS+	C5H-		H	H2CS	C5H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3669	1	1		-437.790369854247
H3CS+	C6-		H	H2CS	C6			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3670	1	1		-273.80420035242804
H3CS+	C6H-		H	H2CS	C6H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3671	1	1		-306.35307768661715
H3CS+	C7-		H	H2CS	C7			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3672	1	1		-348.5336287598365
H3CS+	C7H-		H	H2CS	C7H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3673	1	1		-398.1340271834874
H3CS+	C8-		H	H2CS	C8			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3674	1	1		-253.29447541987201
H3CS+	C8H-		H	H2CS	C8H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3675	1	1		-290.77199424005755
H3CS+	C9-		H	H2CS	C9			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3676	1	1		-315.2079446813184
H3CS+	C9H-		H	H2CS	C9H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3677	1	1		-370.5130299390357
H3CS+	C10-		H	H2CS	C10			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3678	1	1		-238.34075524590642
H3CS+	C10H-		H	H2CS	C10H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3679	1	1		-279.1824062373144
H3CS+	C3N-		H	C3N	H2CS			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3680	1	1		-256.0498066047154
H2C5N+	C-		C	H	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3681	1	1		-426.7373763310234
H2C5N+	H-		H	H	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3682	1	1		-474.04403401990197
H2C5N+	O-		H	O	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3683	1	1		-415.4772597227994
H2C5N+	S-		H	S	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3684	1	1		-356.1240548580671
H2C5N+	CN-		H	CN	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3685	1	1		-173.7745278413731
H2C5N+	OH-		H	OH	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3686	1	1		-376.05568665428837
H2C5N+	C4H-		H	C4H	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3687	1	1		-202.12468425197707
H2C5N+	C5-		H	C5	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3688	1	1		-272.3765058534082
H2C5N+	C5H-		H	C5H	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3689	1	1		-311.6517309151668
H2C5N+	C6-		H	C6	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3690	1	1		-147.66556141349713
H2C5N+	C6H-		H	C6H	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3691	1	1		-180.2144387479847
H2C5N+	C7-		H	C7	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3692	1	1		-222.39498982090558
H2C5N+	C7H-		H	HC5N	C7H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3693	1	1		-271.99538824455647
H2C5N+	C8-		H	HC5N	C8			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3694	1	1		-127.1558364809411
H2C5N+	C8H-		H	HC5N	C8H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3695	1	1		-164.6333553011266
H2C5N+	C9-		H	HC5N	C9			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3696	1	1		-189.06930574238748
H2C5N+	C9H-		H	HC5N	C9H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3697	1	1		-244.37439100040325
H2C5N+	C10-		H	HC5N	C10			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3698	1	1		-112.20211630727401
H2C5N+	C10H-		H	HC5N	C10H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3699	1	1		-153.04376729808504
H2C5N+	C3N-		H	C3N	HC5N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3700	1	1		-129.91116766608297
C5H3+	C-		C	H	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3701	1	1		-245.4332499801612
C5H3+	H-		H	H	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3702	1	1		-292.73990766896515
C5H3+	O-		H	O	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3703	1	1		-234.17313337193715
C5H3+	S-		H	S	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3704	1	1		-174.81992850705566
C5H3+	CN-		H	CN	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3705	1	1		7.529598509489122
C5H3+	OH-		H	OH	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3706	1	1		-194.75156030342617
C5H3+	C4H-		H	C4H	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3707	1	1		-20.820557900965607
C5H3+	C5-		H	C5	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3708	1	1		-91.07237950254603
C5H3+	C5H-		H	C5H	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3709	1	1		-130.34760456430462
C5H3+	C6-		H	C6	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3710	1	1		33.638564937365096
C5H3+	C6H-		H	C5H2	C6H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3711	1	1		1.0896876030267424
C5H3+	C7-		H	C5H2	C7			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3712	1	1		-41.09086346989414
C5H3+	C7H-		H	C5H2	C7H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3713	1	1		-90.69126189354499
C5H3+	C8-		H	C5H2	C8			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3714	1	1		54.14828987007034
C5H3+	C8H-		H	C5H2	C8H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3715	1	1		16.67077104988483
C5H3+	C9-		H	C5H2	C9			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3716	1	1		-7.765179391376017
C5H3+	C9H-		H	C5H2	C9H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3717	1	1		-63.070264649391795
C5H3+	C10-		H	C5H2	C10			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3718	1	1		69.10201004373745
C5H3+	C10H-		H	C5H2	C10H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3719	1	1		28.260359052926415
C5H3+	C3N-		H	C3N	C5H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3720	1	1		51.39295868492848
C7H2N+	C-		C	H	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3721	1	1		-412.4444157922727
C7H2N+	H-		H	H	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3722	1	1		-459.7510734810766
C7H2N+	O-		H	O	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3723	1	1		-401.18429918404865
C7H2N+	S-		H	S	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3724	1	1		-341.83109431946565
C7H2N+	CN-		H	CN	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3725	1	1		-159.48156730247314
C7H2N+	OH-		H	OH	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3726	1	1		-361.7627261155377
C7H2N+	C4H-		H	C4H	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3727	1	1		-187.83172371322635
C7H2N+	C5-		H	C5	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3728	1	1		-258.08354531465756
C7H2N+	C5H-		H	C5H	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3729	1	1		-297.3587703764161
C7H2N+	C6-		H	C6	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3730	1	1		-133.37260087459717
C7H2N+	C6H-		H	C6H	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3731	1	1		-165.92147820908477
C7H2N+	C7-		H	C7	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3732	1	1		-208.10202928200565
C7H2N+	C7H-		H	C7H	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3733	1	1		-257.702427705358
C7H2N+	C8-		H	C8	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3734	1	1		-112.86287594204116
C7H2N+	C8H-		H	C8H	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3735	1	1		-150.34039476222668
C7H2N+	C9-		H	C9	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3736	1	1		-174.77634520348752
C7H2N+	C9H-		H	HC7N	C9H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3737	1	1		-230.08143046180177
C7H2N+	C10-		H	HC7N	C10			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3738	1	1		-97.90915576837405
C7H2N+	C10H-		H	HC7N	C10H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3739	1	1		-138.75080675918508
C7H2N+	C3N-		H	C3N	HC7N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3740	1	1		-115.61820712718303
C7H3+	C-		C	H	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3741	1	1		-199.5709599766437
C7H3+	H-		H	H	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3742	1	1		-246.87761766544762
C7H3+	O-		H	O	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3743	1	1		-188.3108433685689
C7H3+	S-		H	S	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3744	1	1		-128.9576385036874
C7H3+	CN-		H	CN	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3745	1	1		53.39188851315587
C7H3+	OH-		H	OH	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3746	1	1		-148.88927029990867
C7H3+	C4H-		H	C4H	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3747	1	1		25.041732102551894
C7H3+	C5-		H	C5	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3748	1	1		-45.21008949917777
C7H3+	C5H-		H	C5H	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3749	1	1		-84.4853145607871
C7H3+	C6-		H	C6	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3750	1	1		79.5008549408826
C7H3+	C6H-		H	C6H	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3751	1	1		46.95197760654425
C7H3+	C7-		H	C7	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3752	1	1		4.771426533772607
C7H3+	C7H-		H	C7H	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3753	1	1		-44.82897188987824
C7H3+	C8-		H	C8	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3754	1	1		100.01057987373709
C7H3+	C8H-		H	C7H2	C8H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3755	1	1		62.53306105355157
C7H3+	C9-		H	C7H2	C9			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3756	1	1		38.09711061229073
C7H3+	C9H-		H	C7H2	C9H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3757	1	1		-17.207974646023537
C7H3+	C10-		H	C7H2	C10			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3758	1	1		114.9643000474042
C7H3+	C10H-		H	C7H2	C10H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3759	1	1		74.12264905629468
C7H3+	C3N-		H	C3N	C7H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3760	1	1		97.25524868859523
C9H2N+	C-		C	H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3761	1	1		-437.075073328656
C9H2N+	H-		H	H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3762	1	1		-484.3817310174599
C9H2N+	O-		H	O	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3763	1	1		-425.81495672058116
C9H2N+	S-		H	S	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3764	1	1		-366.4617518554012
C9H2N+	CN-		H	CN	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3765	1	1		-184.11222483885643
C9H2N+	OH-		H	OH	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3766	1	1		-386.393383651921
C9H2N+	C4H-		H	C4H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3767	1	1		-212.46238124960965
C9H2N+	C5-		H	C5	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3768	1	1		-282.71420285119007
C9H2N+	C5H-		H	C5H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3769	1	1		-321.98942791294866
C9H2N+	C6-		H	C6	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3770	1	1		-158.0032584111297
C9H2N+	C6H-		H	C6H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3771	1	1		-190.5521357453188
C9H2N+	C7-		H	C7	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3772	1	1		-232.73268681853816
C9H2N+	C7H-		H	C7H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3773	1	1		-282.33308524218904
C9H2N+	C8-		H	C8	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3774	1	1		-137.49353347857368
C9H2N+	C8H-		H	C8H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3775	1	1		-174.9710522987592
C9H2N+	C9-		H	C9	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3776	1	1		-199.40700274002006
C9H2N+	C9H-		H	C9H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3777	1	1		-254.71208799773734
C9H2N+	C10-		H	C10	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3778	1	1		-122.5398133046081
C9H2N+	C10H-		H	C10H	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3779	1	1		-163.3814642960161
C9H2N+	C3N-		H	C3N	HC9N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3780	1	1		-140.24886466341707
C9H3+	C-		C	H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3781	1	1		-165.14613649404453
C9H3+	H-		H	H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3782	1	1		-212.45279418284844
C9H3+	O-		H	O	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3783	1	1		-153.88601988567123
C9H3+	S-		H	S	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3784	1	1		-94.53281502108823
C9H3+	CN-		H	CN	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3785	1	1		87.81671199575504
C9H3+	OH-		H	OH	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3786	1	1		-114.4644468173095
C9H3+	C4H-		H	C4H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3787	1	1		59.466555585001835
C9H3+	C5-		H	C5	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3788	1	1		-10.785266016280106
C9H3+	C5H-		H	C5H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3789	1	1		-50.060491078337165
C9H3+	C6-		H	C6	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3790	1	1		113.92567842378027
C9H3+	C6H-		H	C6H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3791	1	1		81.37680108899418
C9H3+	C7-		H	C7	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3792	1	1		39.1962500160733
C9H3+	C7H-		H	C7H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3793	1	1		-10.404148407279063
C9H3+	C8-		H	C8	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3794	1	1		134.4354033560378
C9H3+	C8H-		H	C8H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3795	1	1		96.95788453585227
C9H3+	C9-		H	C9	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3796	1	1		72.52193409459143
C9H3+	C9H-		H	C9H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3797	1	1		17.216848836575647
C9H3+	C10-		H	C10	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3798	1	1		149.38912352970488
C9H3+	C10H-		H	C10H	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3799	1	1		108.54747253889386
C9H3+	C3N-		H	C3N	C9H2			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3800	1	1		131.68007217089593
CF+	C-		C	C	F			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3801	1	1		-229.21335607948694
CF+	H-		C	H	F			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3802	1	1		-276.52001376836546
CF+	O-		C	O	F			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3803	1	1		-217.9532394712629
CF+	S-		C	S	F			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3804	1	1		-158.60003460630676
CF+	CN-		C	F	CN			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3805	1	1		23.74949241023802
CF+	OH-		C	F	OH			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3806	1	1		-178.53166640282652
CF+	C4H-		C	F	C4H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3807	1	1		-4.600664000365954
CF+	C5-		C	F	C5			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3808	1	1		-74.85248560209561
CF+	C5H-		C	F	C5H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3809	1	1		-114.12771066370496
CF+	C6-		C	F	C6			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3810	1	1		49.85845883796475
CF+	C6H-		C	F	C6H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3811	1	1		17.309581503626397
CF+	C7-		C	F	C7			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3812	1	1		-24.870969569443723
CF+	C7H-		C	F	C7H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3813	1	1		-74.47136799294533
CF+	C8-		C	F	C8			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3814	1	1		70.36818377052076
CF+	C8H-		C	F	C8H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3815	1	1		32.890664950484485
CF+	C9-		C	F	C9			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3816	1	1		8.454714509074396
CF+	C9H-		C	F	C9H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3817	1	1		-46.85037074894138
CF+	C10-		C	F	C10			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3818	1	1		85.32190394448635
CF+	C10H-		C	F	C10H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3819	1	1		44.48025295337683
CF+	C3N-		C	F	C3N			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3820	1	1		67.61285258567737
HS+	C-		C	H	S			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3821	1	1		-532.8295073377118
HS+	H-		H	H	S			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3822	1	1		-580.1361650265156
HS+	O-		H	O	S			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3823	1	1		-521.5693907293385
HS+	S-		H	S	S			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3824	1	1		-462.21618586475546
HS+	CN-		H	S	CN			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3825	1	1		-279.86665884791216
HS+	OH-		H	S	OH			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3826	1	1		-482.1478176609767
HS+	C4H-		H	S	C4H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3827	1	1		-308.21681525866535
HS+	C5-		H	S	C5			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3828	1	1		-378.4686368599473
HS+	C5H-		H	S	C5H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3829	1	1		-417.7438619217059
HS+	C6-		H	S	C6			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3830	1	1		-253.75769242018544
HS+	C6H-		H	S	C6H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3831	1	1		-286.30656975467303
HS+	C7-		H	S	C7			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3832	1	1		-328.4871208275939
HS+	C7H-		H	S	C7H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3833	1	1		-378.0875192509463
HS+	C8-		H	S	C8			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3834	1	1		-233.2479674876294
HS+	C8H-		H	S	C8H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3835	1	1		-270.72548630781495
HS+	C9-		H	S	C9			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3836	1	1		-295.1614367490758
HS+	C9H-		H	S	C9H			7.51e-08	-0.5	0.0	2.0	0.0	logn	4	10.0	300.0	3	3837	1	1		-350.46652200709156
